Question,Your_Answer,Round,TimeStamp
32 + 80 = ,112, 3,18/8/2017 8:55:01 PM
37 + 52 = ,89, 3,18/8/2017 8:55:01 PM
46 + 16 = ,62, 3,18/8/2017 8:55:01 PM
26 + 54 = ,80, 3,18/8/2017 8:55:01 PM
34 + 74 = ,108, 3,18/8/2017 8:55:01 PM
73 + 97 = ,170, 3,18/8/2017 8:55:01 PM
60 + 25 = ,85, 3,18/8/2017 8:55:01 PM
99 + 85 = ,184, 3,18/8/2017 8:55:01 PM
20 + 42 = ,62, 3,18/8/2017 8:55:01 PM
84 + 34 = ,118, 4,18/8/2017 8:59:36 PM
84 + 75 = ,159, 4,18/8/2017 8:59:36 PM
37 + 82 = ,119, 4,18/8/2017 8:59:36 PM
95 + 89 = ,184, 4,18/8/2017 8:59:36 PM
55 + 68 = ,123, 4,18/8/2017 8:59:36 PM
50 + 18 = ,68, 4,18/8/2017 8:59:36 PM
86 + 94 = ,180, 4,18/8/2017 8:59:36 PM
43 + 30 = ,73, 4,18/8/2017 8:59:36 PM
26 + 57 = ,83, 4,18/8/2017 8:59:36 PM
14 + 77 = ,91, 4,18/8/2017 8:59:36 PM
24 + 71 = ,95, 4,18/8/2017 8:59:36 PM
42 + 12 = ,54, 4,18/8/2017 8:59:36 PM
73 + 13 = ,86, 4,18/8/2017 8:59:36 PM
26 + 90 = ,116, 4,18/8/2017 8:59:36 PM
40 + 16 = ,56, 4,18/8/2017 8:59:36 PM
58 + 16 = ,74, 4,18/8/2017 8:59:36 PM
36 + 30 = ,66, 4,18/8/2017 8:59:36 PM
44 + 78 = ,122, 4,18/8/2017 8:59:36 PM
71 + 79 = ,150, 4,18/8/2017 8:59:36 PM
81 + 15 = ,96, 4,18/8/2017 8:59:36 PM
68 + 91 = ,159, 5,18/8/2017 9:04:10 PM
20 + 62 = ,82, 5,18/8/2017 9:04:10 PM
45 + 36 = ,81, 5,18/8/2017 9:04:10 PM
52 + 76 = ,128, 5,18/8/2017 9:04:10 PM
96 - 27 = ,69, 5,18/8/2017 9:04:10 PM
59 + 81 = ,140, 5,18/8/2017 9:04:10 PM
83 + 74 = ,157, 5,18/8/2017 9:04:10 PM
37 + 86 = ,123, 5,18/8/2017 9:04:10 PM
55 + 55 = ,110, 5,18/8/2017 9:04:10 PM
16 + 63 = ,79, 5,18/8/2017 9:04:10 PM
52 + 20 = ,72, 5,18/8/2017 9:04:10 PM
53 + 49 = ,102, 5,18/8/2017 9:04:10 PM
21 + 58 = ,79, 5,18/8/2017 9:04:10 PM
95 + 88 = ,183, 5,18/8/2017 9:04:10 PM
37 + 77 = ,114, 5,18/8/2017 9:04:10 PM
16 + 46 = ,62, 5,18/8/2017 9:04:10 PM
18 + 93 = ,111, 5,18/8/2017 9:04:10 PM
52 + 50 = ,102, 5,18/8/2017 9:04:10 PM
77 + 25 = ,102, 5,18/8/2017 9:04:10 PM
51 + 98 = ,149, 5,18/8/2017 9:04:10 PM
13 + 87 = ,100, 6,18/8/2017 9:13:47 PM
89 + 29 = ,118, 6,18/8/2017 9:13:47 PM
74 + 37 = ,111, 6,18/8/2017 9:13:47 PM
95 + 34 = ,129, 6,18/8/2017 9:13:47 PM
11 + 91 = ,102, 6,18/8/2017 9:13:47 PM
90 - 25 = ,65, 6,18/8/2017 9:13:47 PM
24 + 68 = ,92, 6,18/8/2017 9:13:47 PM
31 + 72 = ,103, 6,18/8/2017 9:13:47 PM
92 + 16 = ,108, 6,18/8/2017 9:13:47 PM
37 + 53 = ,90, 6,18/8/2017 9:13:47 PM
37 + 80 = ,117, 6,18/8/2017 9:13:47 PM
35 + 46 = ,81, 6,18/8/2017 9:13:47 PM
62 + 38 = ,100, 6,18/8/2017 9:13:47 PM
78 + 73 = ,151, 6,18/8/2017 9:13:47 PM
95 + 67 = ,162, 6,18/8/2017 9:13:47 PM
74 + 13 = ,87, 6,18/8/2017 9:13:47 PM
83 - 13 = ,70, 6,18/8/2017 9:13:47 PM
49 + 52 = ,101, 6,18/8/2017 9:13:47 PM
55 + 52 = ,107, 6,18/8/2017 9:13:47 PM
27 + 50 = ,77, 6,18/8/2017 9:13:47 PM
61 + 73 = ,134, 7,18/8/2017 9:16:41 PM
47 + 98 = ,145, 7,18/8/2017 9:16:41 PM
21 + 85 = ,106, 7,18/8/2017 9:16:41 PM
58 + 95 = ,153, 7,18/8/2017 9:16:41 PM
93 + 84 = ,177, 7,18/8/2017 9:16:41 PM
33 + 30 = ,63, 7,18/8/2017 9:16:41 PM
78 - 23 = ,55, 7,18/8/2017 9:16:41 PM
84 - 25 = ,59, 7,18/8/2017 9:16:41 PM
72 - 17 = ,55, 7,18/8/2017 9:16:41 PM
65 + 62 = ,127, 7,18/8/2017 9:16:41 PM
26 + 29 = ,55, 7,18/8/2017 9:16:41 PM
74 + 13 = ,87, 7,18/8/2017 9:16:41 PM
91 + 20 = ,111, 7,18/8/2017 9:16:41 PM
28 + 50 = ,78, 7,18/8/2017 9:16:41 PM
12 + 45 = ,57, 7,18/8/2017 9:16:41 PM
81 + 27 = ,108, 7,18/8/2017 9:16:41 PM
15 + 83 = ,98, 7,18/8/2017 9:16:41 PM
34 + 92 = ,126, 7,18/8/2017 9:16:41 PM
62 + 17 = ,79, 7,18/8/2017 9:16:41 PM
95 - 30 = ,65, 7,18/8/2017 9:16:41 PM
92 - 16 = ,76, 8,18/8/2017 9:20:51 PM
63 + 79 = ,142, 8,18/8/2017 9:20:51 PM
64 + 91 = ,155, 8,18/8/2017 9:20:51 PM
23 + 66 = ,89, 8,18/8/2017 9:20:51 PM
19 + 53 = ,72, 8,18/8/2017 9:20:51 PM
80 + 40 = ,120, 8,18/8/2017 9:20:51 PM
68 + 98 = ,166, 8,18/8/2017 9:20:51 PM
60 + 30 = ,90, 8,18/8/2017 9:20:51 PM
96 + 64 = ,160, 8,18/8/2017 9:20:51 PM
39 + 88 = ,127, 8,18/8/2017 9:20:51 PM
80 + 38 = ,118, 8,18/8/2017 9:20:51 PM
72 + 22 = ,94, 8,18/8/2017 9:20:51 PM
63 + 11 = ,74, 8,18/8/2017 9:20:51 PM
64 + 22 = ,86, 8,18/8/2017 9:20:51 PM
80 + 41 = ,121, 8,18/8/2017 9:20:51 PM
90 - 35 = ,55, 8,18/8/2017 9:20:51 PM
25 + 41 = ,66, 8,18/8/2017 9:20:51 PM
90 + 99 = ,189, 8,18/8/2017 9:20:51 PM
48 + 40 = ,88, 8,18/8/2017 9:20:51 PM
87 + 27 = ,114, 8,18/8/2017 9:20:51 PM
97 - 20 = ,77, 9,18/8/2017 9:23:57 PM
77 + 21 = ,98, 9,18/8/2017 9:23:57 PM
26 + 51 = ,77, 9,18/8/2017 9:23:57 PM
74 + 84 = ,158, 9,18/8/2017 9:23:57 PM
55 + 87 = ,142, 9,18/8/2017 9:23:57 PM
14 + 55 = ,69, 9,18/8/2017 9:23:57 PM
35 + 87 = ,122, 9,18/8/2017 9:23:57 PM
64 + 77 = ,141, 9,18/8/2017 9:23:57 PM
87 + 41 = ,128, 9,18/8/2017 9:23:57 PM
44 + 90 = ,134, 9,18/8/2017 9:23:57 PM
87 + 20 = ,107, 9,18/8/2017 9:23:57 PM
61 + 90 = ,151, 9,18/8/2017 9:23:57 PM
65 + 30 = ,95, 9,18/8/2017 9:23:57 PM
27 + 62 = ,89, 9,18/8/2017 9:23:57 PM
83 + 56 = ,139, 9,18/8/2017 9:23:57 PM
18 + 82 = ,100, 9,18/8/2017 9:23:57 PM
88 + 59 = ,147, 9,18/8/2017 9:23:57 PM
90 + 33 = ,123, 9,18/8/2017 9:23:57 PM
73 + 58 = ,131, 9,18/8/2017 9:23:57 PM
72 + 95 = ,167, 10,18/8/2017 9:28:27 PM
88 + 21 = ,109, 10,18/8/2017 9:28:27 PM
73 + 90 = ,163, 10,18/8/2017 9:28:27 PM
69 + 19 = ,88, 10,18/8/2017 9:28:27 PM
17 + 40 = ,57, 10,18/8/2017 9:28:27 PM
61 + 12 = ,73, 10,18/8/2017 9:28:27 PM
64 - 10 = ,54, 10,18/8/2017 9:28:27 PM
64 + 19 = ,83, 10,18/8/2017 9:28:27 PM
71 + 48 = ,119, 10,18/8/2017 9:28:27 PM
91 - 15 = ,76, 10,18/8/2017 9:28:27 PM
25 + 42 = ,67, 10,18/8/2017 9:28:27 PM
56 + 29 = ,85, 10,18/8/2017 9:28:27 PM
90 + 36 = ,126, 10,18/8/2017 9:28:27 PM
98 + 21 = ,119, 10,18/8/2017 9:28:27 PM
45 + 77 = ,122, 10,18/8/2017 9:28:27 PM
39 + 42 = ,81, 10,18/8/2017 9:28:27 PM
70 - 14 = ,56, 10,18/8/2017 9:28:27 PM
79 + 92 = ,171, 10,18/8/2017 9:28:27 PM
64 + 54 = ,118, 10,18/8/2017 9:28:27 PM
28 + 31 = ,59, 10,18/8/2017 9:28:27 PM
