Question,Your_Answer,Round,TimeStamp
16 ? 2 = ,8, 8,30/8/2017 8:15:11 PM
42 ? 7 = ,6, 8,30/8/2017 8:15:11 PM
431 - 172 = ,259, 8,30/8/2017 8:15:11 PM
305 + 125 = ,430, 8,30/8/2017 8:15:11 PM
1 ? 2 = ,2, 8,30/8/2017 8:15:11 PM
732 - 555 = ,177, 8,30/8/2017 8:15:11 PM
8 ? 8 = ,1, 8,30/8/2017 8:15:11 PM
5 ? 3 = ,15, 8,30/8/2017 8:15:11 PM
618 + 195 = ,813, 8,30/8/2017 8:15:11 PM
482 - 173 = ,309, 8,30/8/2017 8:15:11 PM
6 ? 3 = ,2, 8,30/8/2017 8:15:11 PM
7 ? 4 = ,28, 8,30/8/2017 8:15:11 PM
750 - 525 = ,225, 8,30/8/2017 8:15:11 PM
1 ? 4 = ,4, 8,30/8/2017 8:15:11 PM
373 + 538 = ,911, 8,30/8/2017 8:15:11 PM
3 ? 6 = ,18, 9,30/8/2017 8:27:10 PM
2 ? 5 = ,10, 9,30/8/2017 8:27:10 PM
894 - 735 = ,159, 9,30/8/2017 8:27:10 PM
8 ? 2 = ,4, 9,30/8/2017 8:27:10 PM
3 ? 1 = ,3, 9,30/8/2017 8:27:10 PM
2 ? 5 = ,10, 9,30/8/2017 8:27:10 PM
386 + 319 = ,705, 9,30/8/2017 8:27:10 PM
2 ? 9 = ,18, 9,30/8/2017 8:27:10 PM
498 + 375 = ,873, 9,30/8/2017 8:27:10 PM
627 - 135 = ,492, 9,30/8/2017 8:27:10 PM
1 ? 9 = ,9, 9,30/8/2017 8:27:10 PM
6 ? 1 = ,6, 9,30/8/2017 8:27:10 PM
1 ? 8 = ,8, 9,30/8/2017 8:27:10 PM
132 + 849 = ,981, 9,30/8/2017 8:27:10 PM
8 ? 8 = ,64, 9,30/8/2017 8:27:10 PM
2 ? 2 = ,4, 10,30/8/2017 8:47:19 PM
341 + 179 = ,520, 10,30/8/2017 8:47:19 PM
5 ? 2 = ,10, 10,30/8/2017 8:47:19 PM
835 + 111 = ,946, 10,30/8/2017 8:47:19 PM
9 ? 6 = ,54, 10,30/8/2017 8:47:19 PM
745 - 295 = ,450, 10,30/8/2017 8:47:19 PM
7 ? 4 = ,28, 10,30/8/2017 8:47:19 PM
1 ? 1 = ,1, 10,30/8/2017 8:47:19 PM
81 ? 9 = ,9, 10,30/8/2017 8:47:19 PM
3 ? 5 = ,15, 10,30/8/2017 8:47:19 PM
5 ? 1 = ,5, 10,30/8/2017 8:47:19 PM
756 + 175 = ,931, 10,30/8/2017 8:47:19 PM
32 ? 4 = ,8, 10,30/8/2017 8:47:19 PM
6 ? 2 = ,3, 10,30/8/2017 8:47:19 PM
9 ? 2 = ,18, 10,30/8/2017 8:47:19 PM
49 ? 7 = ,7, 10,30/8/2017 8:47:19 PM
446 + 232 = ,678, 10,30/8/2017 8:47:19 PM
4 ? 6 = ,24, 10,30/8/2017 8:47:19 PM
20 ? 4 = ,5, 10,30/8/2017 8:47:19 PM
4 ? 2 = ,8, 10,30/8/2017 8:47:19 PM
