Question,Your_Answer,Round,TimeStamp
50 + 121 = ,171, 2,24/8/2017 6:49:56 PM
80 + 64 = ,144, 2,24/8/2017 6:49:56 PM
87 + 57 = ,144, 2,24/8/2017 6:49:56 PM
150 - 81 = ,69, 2,24/8/2017 6:49:56 PM
68 + 65 = ,133, 2,24/8/2017 6:49:56 PM
112 + 74 = ,186, 2,24/8/2017 6:49:56 PM
81 + 103 = ,184, 3,24/8/2017 6:52:58 PM
53 + 145 = ,198, 3,24/8/2017 6:52:58 PM
141 - 64 = ,77, 3,24/8/2017 6:52:58 PM
121 + 61 = ,182, 3,24/8/2017 6:52:58 PM
61 + 110 = ,171, 3,24/8/2017 6:52:58 PM
117 + 78 = ,195, 3,24/8/2017 6:52:58 PM
64 + 71 = ,135, 3,24/8/2017 6:52:58 PM
51 + 100 = ,151, 3,24/8/2017 6:52:58 PM
55 + 80 = ,135, 3,24/8/2017 6:52:58 PM
96 + 73 = ,169, 3,24/8/2017 6:52:58 PM
62 + 68 = ,130, 3,24/8/2017 6:52:58 PM
150 - 88 = ,62, 3,24/8/2017 6:52:58 PM
134 - 55 = ,79, 3,24/8/2017 6:52:58 PM
104 + 80 = ,184, 3,24/8/2017 6:52:58 PM
142 + 53 = ,195, 3,24/8/2017 6:52:58 PM
63 + 56 = ,119, 3,24/8/2017 6:52:58 PM
143 - 50 = ,93, 3,24/8/2017 6:52:58 PM
97 + 75 = ,172, 3,24/8/2017 6:52:58 PM
84 + 53 = ,137, 3,24/8/2017 6:52:58 PM
80 + 93 = ,173, 4,24/8/2017 6:56:27 PM
79 + 94 = ,173, 4,24/8/2017 6:56:27 PM
110 + 70 = ,180, 4,24/8/2017 6:56:27 PM
60 + 50 = ,110, 4,24/8/2017 6:56:27 PM
57 + 138 = ,195, 4,24/8/2017 6:56:27 PM
136 + 55 = ,191, 4,24/8/2017 6:56:27 PM
149 - 86 = ,63, 4,24/8/2017 6:56:27 PM
100 + 81 = ,181, 4,24/8/2017 6:56:27 PM
85 + 104 = ,189, 4,24/8/2017 6:56:27 PM
97 + 54 = ,151, 4,24/8/2017 6:56:27 PM
63 + 113 = ,176, 4,24/8/2017 6:56:27 PM
103 + 72 = ,175, 4,24/8/2017 6:56:27 PM
109 + 89 = ,198, 4,24/8/2017 6:56:27 PM
72 + 59 = ,131, 4,24/8/2017 6:56:27 PM
92 + 101 = ,193, 4,24/8/2017 6:56:27 PM
121 + 68 = ,189, 4,24/8/2017 6:56:27 PM
146 - 69 = ,77, 4,24/8/2017 6:56:27 PM
103 + 87 = ,190, 4,24/8/2017 6:56:27 PM
100 + 72 = ,172, 4,24/8/2017 6:56:27 PM
103 + 74 = ,177, 4,24/8/2017 6:56:27 PM
80 + 95 = ,175, 5,24/8/2017 6:59:11 PM
73 + 99 = ,172, 5,24/8/2017 6:59:11 PM
52 + 79 = ,131, 5,24/8/2017 6:59:11 PM
80 + 67 = ,147, 5,24/8/2017 6:59:11 PM
137 - 62 = ,75, 5,24/8/2017 6:59:11 PM
53 + 75 = ,128, 5,24/8/2017 6:59:11 PM
72 + 104 = ,176, 5,24/8/2017 6:59:11 PM
72 + 94 = ,166, 5,24/8/2017 6:59:11 PM
60 + 120 = ,180, 5,24/8/2017 6:59:11 PM
109 + 71 = ,180, 5,24/8/2017 6:59:11 PM
117 + 58 = ,175, 5,24/8/2017 6:59:11 PM
131 - 64 = ,67, 5,24/8/2017 6:59:11 PM
85 + 61 = ,146, 5,24/8/2017 6:59:11 PM
84 + 67 = ,151, 5,24/8/2017 6:59:11 PM
86 + 51 = ,137, 5,24/8/2017 6:59:11 PM
53 + 51 = ,104, 5,24/8/2017 6:59:11 PM
103 + 92 = ,195, 5,24/8/2017 6:59:11 PM
69 + 121 = ,190, 5,24/8/2017 6:59:11 PM
64 + 113 = ,177, 5,24/8/2017 6:59:11 PM
92 + 83 = ,175, 5,24/8/2017 6:59:11 PM
79 + 88 = ,167, 6,24/8/2017 7:03:15 PM
75 + 50 = ,125, 6,24/8/2017 7:03:15 PM
87 + 81 = ,168, 6,24/8/2017 7:03:15 PM
57 + 141 = ,198, 6,24/8/2017 7:03:15 PM
82 + 72 = ,154, 6,24/8/2017 7:03:15 PM
118 + 56 = ,174, 6,24/8/2017 7:03:15 PM
81 + 114 = ,195, 6,24/8/2017 7:03:15 PM
99 + 100 = ,199, 6,24/8/2017 7:03:15 PM
63 + 118 = ,181, 6,24/8/2017 7:03:15 PM
54 + 99 = ,153, 6,24/8/2017 7:03:15 PM
52 + 78 = ,130, 6,24/8/2017 7:03:15 PM
133 - 69 = ,64, 6,24/8/2017 7:03:15 PM
60 + 116 = ,176, 6,24/8/2017 7:03:15 PM
50 + 86 = ,136, 6,24/8/2017 7:03:15 PM
89 + 64 = ,153, 6,24/8/2017 7:03:15 PM
120 - 53 = ,67, 6,24/8/2017 7:03:15 PM
106 + 76 = ,182, 6,24/8/2017 7:03:15 PM
142 - 67 = ,75, 6,24/8/2017 7:03:15 PM
64 + 126 = ,190, 6,24/8/2017 7:03:15 PM
123 + 50 = ,173, 6,24/8/2017 7:03:15 PM
80 + 55 = ,135, 7,24/8/2017 7:08:42 PM
53 + 50 = ,103, 7,24/8/2017 7:08:42 PM
143 - 59 = ,84, 7,24/8/2017 7:08:42 PM
54 + 66 = ,120, 7,24/8/2017 7:08:42 PM
118 + 63 = ,181, 7,24/8/2017 7:08:42 PM
50 + 121 = ,171, 7,24/8/2017 7:08:42 PM
56 + 136 = ,192, 7,24/8/2017 7:08:42 PM
144 - 51 = ,93, 7,24/8/2017 7:08:42 PM
73 + 76 = ,149, 7,24/8/2017 7:08:42 PM
77 + 81 = ,158, 7,24/8/2017 7:08:42 PM
50 + 57 = ,107, 7,24/8/2017 7:08:42 PM
60 + 101 = ,161, 7,24/8/2017 7:08:42 PM
88 + 50 = ,138, 7,24/8/2017 7:08:42 PM
112 + 77 = ,189, 7,24/8/2017 7:08:42 PM
54 + 138 = ,192, 7,24/8/2017 7:08:42 PM
55 + 102 = ,157, 7,24/8/2017 7:08:42 PM
52 + 144 = ,196, 7,24/8/2017 7:08:42 PM
76 + 60 = ,136, 7,24/8/2017 7:08:42 PM
150 - 54 = ,96, 7,24/8/2017 7:08:42 PM
126 + 65 = ,191, 8,24/8/2017 7:12:37 PM
60 + 120 = ,180, 8,24/8/2017 7:12:37 PM
64 + 59 = ,123, 8,24/8/2017 7:12:37 PM
59 + 64 = ,123, 8,24/8/2017 7:12:37 PM
55 + 107 = ,162, 8,24/8/2017 7:12:37 PM
94 + 88 = ,182, 8,24/8/2017 7:12:37 PM
101 + 58 = ,159, 8,24/8/2017 7:12:37 PM
92 + 73 = ,165, 8,24/8/2017 7:12:37 PM
93 + 64 = ,157, 8,24/8/2017 7:12:37 PM
150 - 55 = ,95, 8,24/8/2017 7:12:37 PM
107 + 67 = ,174, 8,24/8/2017 7:12:37 PM
57 + 110 = ,167, 8,24/8/2017 7:12:37 PM
56 + 131 = ,187, 8,24/8/2017 7:12:37 PM
96 + 89 = ,185, 8,24/8/2017 7:12:37 PM
68 + 55 = ,123, 8,24/8/2017 7:12:37 PM
77 + 66 = ,143, 8,24/8/2017 7:12:37 PM
123 - 51 = ,72, 8,24/8/2017 7:12:37 PM
99 + 84 = ,183, 8,24/8/2017 7:12:37 PM
58 + 100 = ,158, 8,24/8/2017 7:12:37 PM
138 - 75 = ,63, 8,24/8/2017 7:12:37 PM
56 + 135 = ,191, 9,24/8/2017 7:20:19 PM
56 + 65 = ,121, 9,24/8/2017 7:20:19 PM
62 + 71 = ,133, 9,24/8/2017 7:20:19 PM
80 + 97 = ,177, 9,24/8/2017 7:20:19 PM
103 + 80 = ,183, 9,24/8/2017 7:20:19 PM
55 + 142 = ,197, 9,24/8/2017 7:20:19 PM
64 + 112 = ,176, 9,24/8/2017 7:20:19 PM
61 + 59 = ,120, 9,24/8/2017 7:20:19 PM
68 + 72 = ,140, 9,24/8/2017 7:20:19 PM
125 - 58 = ,67, 9,24/8/2017 7:20:19 PM
139 - 54 = ,85, 9,24/8/2017 7:20:19 PM
136 - 68 = ,68, 9,24/8/2017 7:20:19 PM
72 + 61 = ,133, 9,24/8/2017 7:20:19 PM
62 + 125 = ,187, 9,24/8/2017 7:20:19 PM
81 + 76 = ,157, 9,24/8/2017 7:20:19 PM
111 + 72 = ,183, 9,24/8/2017 7:20:19 PM
134 - 66 = ,68, 9,24/8/2017 7:20:19 PM
119 + 67 = ,186, 9,24/8/2017 7:20:19 PM
125 + 74 = ,199, 9,24/8/2017 7:20:19 PM
62 + 112 = ,174, 10,24/8/2017 7:25:35 PM
73 + 121 = ,194, 10,24/8/2017 7:25:35 PM
83 + 93 = ,176, 10,24/8/2017 7:25:35 PM
53 + 130 = ,183, 10,24/8/2017 7:25:35 PM
58 + 61 = ,119, 10,24/8/2017 7:25:35 PM
56 + 139 = ,195, 10,24/8/2017 7:25:35 PM
85 + 113 = ,198, 10,24/8/2017 7:25:35 PM
103 + 74 = ,177, 10,24/8/2017 7:25:35 PM
73 + 85 = ,158, 10,24/8/2017 7:25:35 PM
69 + 118 = ,187, 10,24/8/2017 7:25:35 PM
113 + 79 = ,192, 10,24/8/2017 7:25:35 PM
122 - 59 = ,63, 10,24/8/2017 7:25:35 PM
114 + 71 = ,185, 10,24/8/2017 7:25:35 PM
135 + 56 = ,191, 10,24/8/2017 7:25:35 PM
109 + 70 = ,179, 10,24/8/2017 7:25:35 PM
101 + 61 = ,162, 10,24/8/2017 7:25:35 PM
70 + 90 = ,160, 10,24/8/2017 7:25:35 PM
120 + 59 = ,179, 10,24/8/2017 7:25:35 PM
70 + 105 = ,175, 10,24/8/2017 7:25:35 PM
149 - 59 = ,90, 10,24/8/2017 7:25:35 PM
103 + 86 = ,189, 11,24/8/2017 7:28:31 PM
52 + 119 = ,171, 11,24/8/2017 7:28:31 PM
96 + 85 = ,181, 11,24/8/2017 7:28:31 PM
143 - 70 = ,73, 11,24/8/2017 7:28:31 PM
76 + 87 = ,163, 11,24/8/2017 7:28:31 PM
68 + 116 = ,184, 11,24/8/2017 7:28:31 PM
118 + 58 = ,176, 11,24/8/2017 7:28:31 PM
60 + 57 = ,117, 11,24/8/2017 7:28:31 PM
76 + 78 = ,154, 11,24/8/2017 7:28:31 PM
113 + 64 = ,177, 11,24/8/2017 7:28:31 PM
101 + 73 = ,174, 11,24/8/2017 7:28:31 PM
51 + 120 = ,171, 11,24/8/2017 7:28:31 PM
131 - 55 = ,76, 11,24/8/2017 7:28:31 PM
80 + 57 = ,137, 11,24/8/2017 7:28:31 PM
53 + 70 = ,123, 11,24/8/2017 7:28:31 PM
71 + 54 = ,125, 11,24/8/2017 7:28:31 PM
93 + 86 = ,179, 11,24/8/2017 7:28:31 PM
87 + 53 = ,140, 11,24/8/2017 7:28:31 PM
106 + 67 = ,173, 11,24/8/2017 7:28:31 PM
104 + 89 = ,193, 11,24/8/2017 7:28:31 PM
135 - 60 = ,75, 12,24/8/2017 7:31:57 PM
85 + 95 = ,180, 12,24/8/2017 7:31:57 PM
63 + 126 = ,189, 12,24/8/2017 7:31:57 PM
59 + 80 = ,139, 12,24/8/2017 7:31:57 PM
98 + 60 = ,158, 12,24/8/2017 7:31:57 PM
67 + 114 = ,181, 12,24/8/2017 7:31:57 PM
50 + 120 = ,170, 12,24/8/2017 7:31:57 PM
106 + 91 = ,197, 12,24/8/2017 7:31:57 PM
79 + 119 = ,198, 12,24/8/2017 7:31:57 PM
108 + 79 = ,187, 12,24/8/2017 7:31:57 PM
64 + 125 = ,189, 12,24/8/2017 7:31:57 PM
121 + 73 = ,194, 12,24/8/2017 7:31:57 PM
84 + 63 = ,147, 12,24/8/2017 7:31:57 PM
141 - 55 = ,86, 12,24/8/2017 7:31:57 PM
124 - 51 = ,73, 12,24/8/2017 7:31:57 PM
81 + 100 = ,181, 12,24/8/2017 7:31:57 PM
62 + 95 = ,157, 12,24/8/2017 7:31:57 PM
147 - 65 = ,82, 12,24/8/2017 7:31:57 PM
52 + 85 = ,137, 12,24/8/2017 7:31:57 PM
67 + 55 = ,122, 12,24/8/2017 7:31:57 PM
82 + 79 = ,161, 13,24/8/2017 7:37:20 PM
131 - 51 = ,80, 13,24/8/2017 7:37:20 PM
53 + 111 = ,164, 13,24/8/2017 7:37:20 PM
143 + 54 = ,197, 13,24/8/2017 7:37:20 PM
72 + 88 = ,160, 13,24/8/2017 7:37:20 PM
147 + 52 = ,199, 13,24/8/2017 7:37:20 PM
114 + 79 = ,193, 13,24/8/2017 7:37:20 PM
95 + 102 = ,197, 13,24/8/2017 7:37:20 PM
116 + 67 = ,183, 13,24/8/2017 7:37:20 PM
150 - 86 = ,64, 13,24/8/2017 7:37:20 PM
80 + 68 = ,148, 13,24/8/2017 7:37:20 PM
66 + 82 = ,148, 13,24/8/2017 7:37:20 PM
94 + 51 = ,145, 13,24/8/2017 7:37:20 PM
123 - 61 = ,62, 13,24/8/2017 7:37:20 PM
150 - 58 = ,92, 13,24/8/2017 7:37:20 PM
67 + 132 = ,199, 13,24/8/2017 7:37:20 PM
107 + 72 = ,179, 13,24/8/2017 7:37:20 PM
96 + 93 = ,189, 13,24/8/2017 7:37:20 PM
77 + 114 = ,191, 13,24/8/2017 7:37:20 PM
124 - 54 = ,70, 13,24/8/2017 7:37:20 PM
91 + 50 = ,141, 14,24/8/2017 7:39:59 PM
61 + 56 = ,117, 14,24/8/2017 7:39:59 PM
104 + 92 = ,196, 14,24/8/2017 7:39:59 PM
116 + 56 = ,172, 14,24/8/2017 7:39:59 PM
118 + 52 = ,170, 14,24/8/2017 7:39:59 PM
113 + 58 = ,171, 14,24/8/2017 7:39:59 PM
55 + 89 = ,144, 14,24/8/2017 7:39:59 PM
51 + 67 = ,118, 14,24/8/2017 7:39:59 PM
87 + 104 = ,191, 14,24/8/2017 7:39:59 PM
72 + 93 = ,165, 14,24/8/2017 7:39:59 PM
93 + 81 = ,174, 14,24/8/2017 7:39:59 PM
101 + 72 = ,173, 14,24/8/2017 7:39:59 PM
122 - 54 = ,68, 14,24/8/2017 7:39:59 PM
108 + 77 = ,185, 14,24/8/2017 7:39:59 PM
100 + 80 = ,180, 14,24/8/2017 7:39:59 PM
102 + 80 = ,182, 14,24/8/2017 7:39:59 PM
76 + 57 = ,133, 14,24/8/2017 7:39:59 PM
70 + 50 = ,120, 14,24/8/2017 7:39:59 PM
137 + 55 = ,192, 14,24/8/2017 7:39:59 PM
137 + 61 = ,198, 14,24/8/2017 7:39:59 PM
68 + 107 = ,175, 15,24/8/2017 7:42:52 PM
52 + 91 = ,143, 15,24/8/2017 7:42:52 PM
65 + 82 = ,147, 15,24/8/2017 7:42:52 PM
86 + 105 = ,191, 15,24/8/2017 7:42:52 PM
56 + 78 = ,134, 15,24/8/2017 7:42:52 PM
83 + 82 = ,165, 15,24/8/2017 7:42:52 PM
148 - 61 = ,87, 15,24/8/2017 7:42:52 PM
62 + 74 = ,136, 15,24/8/2017 7:42:52 PM
124 - 60 = ,64, 15,24/8/2017 7:42:52 PM
121 + 57 = ,178, 15,24/8/2017 7:42:52 PM
54 + 87 = ,141, 15,24/8/2017 7:42:52 PM
134 + 51 = ,185, 15,24/8/2017 7:42:52 PM
97 + 94 = ,191, 15,24/8/2017 7:42:52 PM
93 + 63 = ,156, 15,24/8/2017 7:42:52 PM
87 + 99 = ,186, 15,24/8/2017 7:42:52 PM
67 + 97 = ,164, 15,24/8/2017 7:42:52 PM
90 + 58 = ,148, 15,24/8/2017 7:42:52 PM
51 + 91 = ,142, 15,24/8/2017 7:42:52 PM
148 - 64 = ,84, 15,24/8/2017 7:42:52 PM
68 + 76 = ,144, 16,24/8/2017 7:46:25 PM
150 - 78 = ,72, 16,24/8/2017 7:46:25 PM
125 + 67 = ,192, 16,24/8/2017 7:46:25 PM
150 - 63 = ,87, 16,24/8/2017 7:46:25 PM
65 + 74 = ,139, 16,24/8/2017 7:46:25 PM
79 + 105 = ,184, 16,24/8/2017 7:46:25 PM
50 + 70 = ,120, 16,24/8/2017 7:46:25 PM
72 + 113 = ,185, 16,24/8/2017 7:46:25 PM
78 + 86 = ,164, 16,24/8/2017 7:46:25 PM
81 + 96 = ,177, 16,24/8/2017 7:46:25 PM
82 + 56 = ,138, 16,24/8/2017 7:46:25 PM
64 + 63 = ,127, 16,24/8/2017 7:46:25 PM
72 + 106 = ,178, 16,24/8/2017 7:46:25 PM
87 + 59 = ,146, 16,24/8/2017 7:46:25 PM
52 + 129 = ,181, 16,24/8/2017 7:46:25 PM
106 + 67 = ,173, 16,24/8/2017 7:46:25 PM
67 + 93 = ,160, 16,24/8/2017 7:46:25 PM
78 + 108 = ,186, 16,24/8/2017 7:46:25 PM
76 + 122 = ,198, 16,24/8/2017 7:46:25 PM
83 + 60 = ,143, 16,24/8/2017 7:46:25 PM
85 + 71 = ,156, 17,24/8/2017 7:51:58 PM
146 - 68 = ,78, 17,24/8/2017 7:51:58 PM
100 + 93 = ,193, 17,24/8/2017 7:51:58 PM
148 - 51 = ,97, 17,24/8/2017 7:51:58 PM
69 + 114 = ,183, 17,24/8/2017 7:51:58 PM
132 - 53 = ,79, 17,24/8/2017 7:51:58 PM
56 + 136 = ,192, 17,24/8/2017 7:51:58 PM
60 + 114 = ,174, 17,24/8/2017 7:51:58 PM
60 + 95 = ,155, 17,24/8/2017 7:51:58 PM
136 - 59 = ,77, 17,24/8/2017 7:51:58 PM
97 + 92 = ,189, 17,24/8/2017 7:51:58 PM
60 + 123 = ,183, 17,24/8/2017 7:51:58 PM
76 + 60 = ,136, 17,24/8/2017 7:51:58 PM
89 + 103 = ,192, 17,24/8/2017 7:51:58 PM
57 + 87 = ,144, 17,24/8/2017 7:51:58 PM
99 + 56 = ,155, 17,24/8/2017 7:51:58 PM
52 + 143 = ,195, 17,24/8/2017 7:51:58 PM
112 + 84 = ,196, 17,24/8/2017 7:51:58 PM
145 - 65 = ,80, 17,24/8/2017 7:51:58 PM
50 + 129 = ,179, 17,24/8/2017 7:51:58 PM
90 + 60 = ,150, 18,24/8/2017 7:55:04 PM
50 + 60 = ,110, 18,24/8/2017 7:55:04 PM
64 + 69 = ,133, 18,24/8/2017 7:55:04 PM
76 + 94 = ,170, 18,24/8/2017 7:55:04 PM
54 + 132 = ,186, 18,24/8/2017 7:55:04 PM
143 - 75 = ,68, 18,24/8/2017 7:55:04 PM
56 + 136 = ,192, 18,24/8/2017 7:55:04 PM
86 + 58 = ,144, 18,24/8/2017 7:55:04 PM
108 + 89 = ,197, 18,24/8/2017 7:55:04 PM
110 + 69 = ,179, 18,24/8/2017 7:55:04 PM
69 + 116 = ,185, 18,24/8/2017 7:55:04 PM
147 - 52 = ,95, 18,24/8/2017 7:55:04 PM
65 + 126 = ,191, 18,24/8/2017 7:55:04 PM
104 + 85 = ,189, 18,24/8/2017 7:55:04 PM
116 + 62 = ,178, 18,24/8/2017 7:55:04 PM
84 + 70 = ,154, 18,24/8/2017 7:55:04 PM
136 - 70 = ,66, 18,24/8/2017 7:55:04 PM
117 + 69 = ,186, 18,24/8/2017 7:55:04 PM
52 + 87 = ,139, 18,24/8/2017 7:55:04 PM
120 + 65 = ,185, 18,24/8/2017 7:55:04 PM
95 + 101 = ,196, 19,24/8/2017 7:57:31 PM
144 - 82 = ,62, 19,24/8/2017 7:57:31 PM
53 + 91 = ,144, 19,24/8/2017 7:57:31 PM
108 + 64 = ,172, 19,24/8/2017 7:57:31 PM
122 + 65 = ,187, 19,24/8/2017 7:57:31 PM
122 - 51 = ,71, 19,24/8/2017 7:57:31 PM
66 + 101 = ,167, 19,24/8/2017 7:57:31 PM
63 + 55 = ,118, 19,24/8/2017 7:57:31 PM
62 + 90 = ,152, 19,24/8/2017 7:57:31 PM
130 + 53 = ,183, 19,24/8/2017 7:57:31 PM
64 + 111 = ,175, 19,24/8/2017 7:57:31 PM
73 + 120 = ,193, 19,24/8/2017 7:57:31 PM
115 + 55 = ,170, 19,24/8/2017 7:57:31 PM
51 + 75 = ,126, 19,24/8/2017 7:57:31 PM
141 - 52 = ,89, 19,24/8/2017 7:57:31 PM
57 + 108 = ,165, 19,24/8/2017 7:57:31 PM
50 + 148 = ,198, 19,24/8/2017 7:57:31 PM
119 + 80 = ,199, 19,24/8/2017 7:57:31 PM
66 + 68 = ,134, 19,24/8/2017 7:57:31 PM
74 + 112 = ,186, 20,24/8/2017 8:00:35 PM
51 + 143 = ,194, 20,24/8/2017 8:00:35 PM
57 + 93 = ,150, 20,24/8/2017 8:00:35 PM
53 + 94 = ,147, 20,24/8/2017 8:00:35 PM
108 + 63 = ,171, 20,24/8/2017 8:00:35 PM
67 + 113 = ,180, 20,24/8/2017 8:00:35 PM
57 + 127 = ,184, 20,24/8/2017 8:00:35 PM
92 + 68 = ,160, 20,24/8/2017 8:00:35 PM
111 + 50 = ,161, 20,24/8/2017 8:00:35 PM
89 + 51 = ,140, 20,24/8/2017 8:00:35 PM
114 - 50 = ,64, 20,24/8/2017 8:00:35 PM
121 + 52 = ,173, 20,24/8/2017 8:00:35 PM
70 + 120 = ,190, 20,24/8/2017 8:00:35 PM
65 + 70 = ,135, 20,24/8/2017 8:00:35 PM
117 + 54 = ,171, 20,24/8/2017 8:00:35 PM
74 + 110 = ,184, 20,24/8/2017 8:00:35 PM
101 + 85 = ,186, 20,24/8/2017 8:00:35 PM
80 + 87 = ,167, 20,24/8/2017 8:00:35 PM
126 - 51 = ,75, 20,24/8/2017 8:00:35 PM
62 + 70 = ,132, 20,24/8/2017 8:00:35 PM
116 + 57 = ,173, 21,24/8/2017 8:02:57 PM
60 + 67 = ,127, 21,24/8/2017 8:02:57 PM
80 + 113 = ,193, 21,24/8/2017 8:02:57 PM
135 - 61 = ,74, 21,24/8/2017 8:02:57 PM
104 + 78 = ,182, 21,24/8/2017 8:02:57 PM
99 + 96 = ,195, 21,24/8/2017 8:02:57 PM
76 + 59 = ,135, 21,24/8/2017 8:02:57 PM
111 + 66 = ,177, 21,24/8/2017 8:02:57 PM
58 + 136 = ,194, 21,24/8/2017 8:02:57 PM
54 + 145 = ,199, 21,24/8/2017 8:02:57 PM
64 + 50 = ,114, 21,24/8/2017 8:02:57 PM
130 - 68 = ,62, 21,24/8/2017 8:02:57 PM
54 + 137 = ,191, 21,24/8/2017 8:02:57 PM
74 + 82 = ,156, 21,24/8/2017 8:02:57 PM
62 + 95 = ,157, 21,24/8/2017 8:02:57 PM
145 - 72 = ,73, 21,24/8/2017 8:02:57 PM
67 + 93 = ,160, 21,24/8/2017 8:02:57 PM
82 + 53 = ,135, 21,24/8/2017 8:02:57 PM
87 + 90 = ,177, 21,24/8/2017 8:02:57 PM
50 + 61 = ,111, 21,24/8/2017 8:02:57 PM
73 + 86 = ,159, 22,24/8/2017 8:06:18 PM
64 + 118 = ,182, 22,24/8/2017 8:06:18 PM
124 + 57 = ,181, 22,24/8/2017 8:06:18 PM
75 + 98 = ,173, 22,24/8/2017 8:06:18 PM
56 + 93 = ,149, 22,24/8/2017 8:06:18 PM
69 + 93 = ,162, 22,24/8/2017 8:06:18 PM
147 - 61 = ,86, 22,24/8/2017 8:06:18 PM
112 + 86 = ,198, 22,24/8/2017 8:06:18 PM
64 + 102 = ,166, 22,24/8/2017 8:06:18 PM
73 + 125 = ,198, 22,24/8/2017 8:06:18 PM
63 + 98 = ,161, 22,24/8/2017 8:06:18 PM
146 - 57 = ,89, 22,24/8/2017 8:06:18 PM
54 + 71 = ,125, 22,24/8/2017 8:06:18 PM
51 + 122 = ,173, 22,24/8/2017 8:06:18 PM
53 + 127 = ,180, 22,24/8/2017 8:06:18 PM
53 + 142 = ,195, 22,24/8/2017 8:06:18 PM
138 - 60 = ,78, 22,24/8/2017 8:06:18 PM
57 + 110 = ,167, 22,24/8/2017 8:06:18 PM
118 + 55 = ,173, 22,24/8/2017 8:06:18 PM
59 + 89 = ,148, 22,24/8/2017 8:06:18 PM
52 + 98 = ,150, 1,24/8/2017 8:10:29 PM
79 + 52 = ,131, 1,24/8/2017 8:10:29 PM
80 + 82 = ,162, 1,24/8/2017 8:10:29 PM
97 + 58 = ,155, 1,24/8/2017 8:10:29 PM
61 + 109 = ,170, 1,24/8/2017 8:10:29 PM
73 + 53 = ,126, 1,24/8/2017 8:10:29 PM
56 + 111 = ,167, 1,24/8/2017 8:10:29 PM
63 + 111 = ,174, 1,24/8/2017 8:10:29 PM
83 + 88 = ,171, 1,24/8/2017 8:10:29 PM
137 - 72 = ,65, 1,24/8/2017 8:10:29 PM
66 + 64 = ,130, 1,24/8/2017 8:10:29 PM
83 + 116 = ,199, 1,24/8/2017 8:10:29 PM
129 + 60 = ,189, 1,24/8/2017 8:10:29 PM
69 + 79 = ,148, 1,24/8/2017 8:10:29 PM
94 + 58 = ,152, 1,24/8/2017 8:10:29 PM
55 + 134 = ,189, 1,24/8/2017 8:10:29 PM
63 + 64 = ,127, 1,24/8/2017 8:10:29 PM
117 + 50 = ,167, 1,24/8/2017 8:10:29 PM
84 + 101 = ,185, 1,24/8/2017 8:10:29 PM
146 - 77 = ,69, 1,24/8/2017 8:10:29 PM
66 + 111 = ,177, 2,24/8/2017 8:13:36 PM
67 + 53 = ,120, 2,24/8/2017 8:13:36 PM
84 + 50 = ,134, 2,24/8/2017 8:13:36 PM
132 - 71 = ,61, 2,24/8/2017 8:13:36 PM
75 + 71 = ,146, 2,24/8/2017 8:13:36 PM
116 + 50 = ,166, 2,24/8/2017 8:13:36 PM
82 + 75 = ,157, 2,24/8/2017 8:13:36 PM
73 + 119 = ,192, 2,24/8/2017 8:13:36 PM
92 + 71 = ,163, 2,24/8/2017 8:13:36 PM
69 + 55 = ,124, 2,24/8/2017 8:13:36 PM
