Question,Your_Answer,Round,TimeStamp
99 + 36 = ,135, 4,17/8/2017 7:09:40 PM
92 - 15 = ,77, 4,17/8/2017 7:09:40 PM
63 + 64 = ,127, 4,17/8/2017 7:09:40 PM
96 + 83 = ,179, 4,17/8/2017 7:09:40 PM
22 + 91 = ,113, 4,17/8/2017 7:09:40 PM
97 + 38 = ,135, 4,17/8/2017 7:09:40 PM
62 + 14 = ,76, 4,17/8/2017 7:09:40 PM
97 - 10 = ,87, 4,17/8/2017 7:09:40 PM
77 + 73 = ,150, 4,17/8/2017 7:09:40 PM
99 - 14 = ,85, 4,17/8/2017 7:09:40 PM
96 + 69 = ,165, 4,17/8/2017 7:09:40 PM
51 + 85 = ,136, 4,17/8/2017 7:09:40 PM
58 + 90 = ,148, 4,17/8/2017 7:09:40 PM
65 + 24 = ,89, 4,17/8/2017 7:09:40 PM
24 + 47 = ,71, 4,17/8/2017 7:09:40 PM
31 + 35 = ,66, 4,17/8/2017 7:09:40 PM
30 + 35 = ,65, 4,17/8/2017 7:09:40 PM
78 + 44 = ,122, 4,17/8/2017 7:09:40 PM
53 + 40 = ,93, 4,17/8/2017 7:09:40 PM
42 + 40 = ,82, 4,17/8/2017 7:09:40 PM
48 + 83 = ,131, 5,17/8/2017 7:13:35 PM
77 + 59 = ,136, 5,17/8/2017 7:13:35 PM
95 - 28 = ,67, 5,17/8/2017 7:13:35 PM
85 + 98 = ,183, 5,17/8/2017 7:13:35 PM
54 + 16 = ,70, 5,17/8/2017 7:13:35 PM
90 + 66 = ,156, 5,17/8/2017 7:13:35 PM
68 - 12 = ,56, 5,17/8/2017 7:13:35 PM
95 + 54 = ,149, 5,17/8/2017 7:13:35 PM
86 + 50 = ,136, 5,17/8/2017 7:13:35 PM
52 + 92 = ,144, 5,17/8/2017 7:13:35 PM
70 - 17 = ,53, 5,17/8/2017 7:13:35 PM
16 + 59 = ,75, 5,17/8/2017 7:13:35 PM
89 + 49 = ,138, 5,17/8/2017 7:13:35 PM
64 + 17 = ,81, 5,17/8/2017 7:13:35 PM
64 + 11 = ,75, 5,17/8/2017 7:13:35 PM
29 + 98 = ,127, 5,17/8/2017 7:13:35 PM
61 + 30 = ,91, 5,17/8/2017 7:13:35 PM
48 + 32 = ,80, 5,17/8/2017 7:13:35 PM
70 + 87 = ,157, 5,17/8/2017 7:13:35 PM
34 + 76 = ,110, 5,17/8/2017 7:13:35 PM
82 + 32 = ,114, 6,17/8/2017 7:16:43 PM
28 + 80 = ,108, 6,17/8/2017 7:16:43 PM
65 + 66 = ,131, 6,17/8/2017 7:16:43 PM
66 + 29 = ,95, 6,17/8/2017 7:16:43 PM
93 + 84 = ,177, 6,17/8/2017 7:16:43 PM
73 + 79 = ,152, 6,17/8/2017 7:16:43 PM
54 + 43 = ,97, 6,17/8/2017 7:16:43 PM
76 + 11 = ,87, 6,17/8/2017 7:16:43 PM
68 + 50 = ,118, 6,17/8/2017 7:16:43 PM
56 + 79 = ,135, 6,17/8/2017 7:16:43 PM
22 + 85 = ,107, 6,17/8/2017 7:16:43 PM
88 + 91 = ,179, 6,17/8/2017 7:16:43 PM
12 + 96 = ,108, 6,17/8/2017 7:16:43 PM
20 + 38 = ,58, 6,17/8/2017 7:16:43 PM
84 + 88 = ,172, 6,17/8/2017 7:16:43 PM
34 + 83 = ,117, 6,17/8/2017 7:16:43 PM
41 + 89 = ,130, 6,17/8/2017 7:16:43 PM
16 + 98 = ,114, 6,17/8/2017 7:16:43 PM
54 + 54 = ,108, 6,17/8/2017 7:16:43 PM
45 + 71 = ,116, 6,17/8/2017 7:16:43 PM
24 + 99 = ,123, 7,17/8/2017 7:20:50 PM
50 + 92 = ,142, 7,17/8/2017 7:20:50 PM
88 + 14 = ,102, 7,17/8/2017 7:20:50 PM
52 + 96 = ,148, 7,17/8/2017 7:20:50 PM
12 + 48 = ,60, 7,17/8/2017 7:20:50 PM
99 + 76 = ,175, 7,17/8/2017 7:20:50 PM
62 + 72 = ,134, 7,17/8/2017 7:20:50 PM
95 + 60 = ,155, 7,17/8/2017 7:20:50 PM
72 + 89 = ,161, 7,17/8/2017 7:20:50 PM
59 + 60 = ,119, 7,17/8/2017 7:20:50 PM
80 - 17 = ,63, 7,17/8/2017 7:20:50 PM
85 + 71 = ,156, 7,17/8/2017 7:20:50 PM
80 - 17 = ,63, 7,17/8/2017 7:20:50 PM
75 - 20 = ,55, 7,17/8/2017 7:20:50 PM
55 + 69 = ,124, 7,17/8/2017 7:20:50 PM
69 + 83 = ,152, 7,17/8/2017 7:20:50 PM
82 + 42 = ,124, 7,17/8/2017 7:20:50 PM
75 - 17 = ,58, 7,17/8/2017 7:20:50 PM
48 + 14 = ,62, 7,17/8/2017 7:20:50 PM
96 - 19 = ,77, 7,17/8/2017 7:20:50 PM
53 + 36 = ,89, 8,17/8/2017 7:24:19 PM
39 + 15 = ,54, 8,17/8/2017 7:24:19 PM
56 + 67 = ,123, 8,17/8/2017 7:24:19 PM
96 + 94 = ,190, 8,17/8/2017 7:24:19 PM
15 + 59 = ,74, 8,17/8/2017 7:24:19 PM
92 + 20 = ,112, 8,17/8/2017 7:24:19 PM
66 + 37 = ,103, 8,17/8/2017 7:24:19 PM
40 + 67 = ,107, 8,17/8/2017 7:24:19 PM
26 + 37 = ,63, 8,17/8/2017 7:24:19 PM
71 + 98 = ,169, 8,17/8/2017 7:24:19 PM
95 - 22 = ,73, 8,17/8/2017 7:24:19 PM
63 + 74 = ,137, 8,17/8/2017 7:24:19 PM
21 + 82 = ,103, 8,17/8/2017 7:24:19 PM
57 + 39 = ,96, 8,17/8/2017 7:24:19 PM
73 + 86 = ,159, 8,17/8/2017 7:24:19 PM
69 + 32 = ,101, 8,17/8/2017 7:24:19 PM
85 + 86 = ,171, 8,17/8/2017 7:24:19 PM
85 + 76 = ,161, 8,17/8/2017 7:24:19 PM
84 + 18 = ,102, 8,17/8/2017 7:24:19 PM
96 + 38 = ,134, 8,17/8/2017 7:24:19 PM
30 + 68 = ,98, 9,17/8/2017 7:28:48 PM
68 + 21 = ,89, 9,17/8/2017 7:28:48 PM
44 + 40 = ,84, 9,17/8/2017 7:28:48 PM
17 + 75 = ,92, 9,17/8/2017 7:28:48 PM
43 + 80 = ,123, 9,17/8/2017 7:28:48 PM
18 + 72 = ,90, 9,17/8/2017 7:28:48 PM
85 + 89 = ,174, 9,17/8/2017 7:28:48 PM
56 + 45 = ,101, 9,17/8/2017 7:28:48 PM
84 - 13 = ,71, 9,17/8/2017 7:28:48 PM
18 + 97 = ,115, 9,17/8/2017 7:28:48 PM
35 + 37 = ,72, 9,17/8/2017 7:28:48 PM
23 + 42 = ,65, 9,17/8/2017 7:28:48 PM
68 + 10 = ,78, 9,17/8/2017 7:28:48 PM
22 + 42 = ,64, 9,17/8/2017 7:28:48 PM
86 - 26 = ,60, 9,17/8/2017 7:28:48 PM
71 + 61 = ,132, 9,17/8/2017 7:28:48 PM
53 + 91 = ,144, 9,17/8/2017 7:28:48 PM
35 + 95 = ,130, 9,17/8/2017 7:28:48 PM
74 + 52 = ,126, 9,17/8/2017 7:28:48 PM
30 + 47 = ,77, 9,17/8/2017 7:28:48 PM
10 + 72 = ,82, 10,17/8/2017 7:31:23 PM
59 + 66 = ,125, 10,17/8/2017 7:31:23 PM
86 + 65 = ,151, 10,17/8/2017 7:31:23 PM
66 - 15 = ,51, 10,17/8/2017 7:31:23 PM
77 + 70 = ,147, 10,17/8/2017 7:31:23 PM
99 - 11 = ,88, 10,17/8/2017 7:31:23 PM
36 + 92 = ,128, 10,17/8/2017 7:31:23 PM
57 + 70 = ,127, 10,17/8/2017 7:31:23 PM
68 + 75 = ,143, 10,17/8/2017 7:31:23 PM
77 + 72 = ,149, 10,17/8/2017 7:31:23 PM
40 + 75 = ,115, 10,17/8/2017 7:31:23 PM
41 + 54 = ,95, 10,17/8/2017 7:31:23 PM
32 + 44 = ,76, 10,17/8/2017 7:31:23 PM
59 + 13 = ,72, 10,17/8/2017 7:31:23 PM
53 + 56 = ,109, 10,17/8/2017 7:31:23 PM
93 + 51 = ,144, 10,17/8/2017 7:31:23 PM
16 + 61 = ,77, 10,17/8/2017 7:31:23 PM
89 + 40 = ,129, 10,17/8/2017 7:31:23 PM
24 + 29 = ,53, 10,17/8/2017 7:31:23 PM
97 - 46 = ,51, 11,17/8/2017 7:38:04 PM
40 + 32 = ,72, 11,17/8/2017 7:38:04 PM
43 + 81 = ,124, 11,17/8/2017 7:38:04 PM
47 + 48 = ,95, 11,17/8/2017 7:38:04 PM
59 + 76 = ,135, 11,17/8/2017 7:38:04 PM
17 + 76 = ,93, 11,17/8/2017 7:38:04 PM
82 + 51 = ,133, 11,17/8/2017 7:38:04 PM
98 + 93 = ,191, 11,17/8/2017 7:38:04 PM
70 + 62 = ,132, 11,17/8/2017 7:38:04 PM
99 + 92 = ,191, 11,17/8/2017 7:38:04 PM
27 + 67 = ,94, 11,17/8/2017 7:38:04 PM
26 + 37 = ,63, 11,17/8/2017 7:38:04 PM
64 + 96 = ,160, 11,17/8/2017 7:38:04 PM
29 + 45 = ,74, 11,17/8/2017 7:38:04 PM
64 + 75 = ,139, 11,17/8/2017 7:38:04 PM
55 + 27 = ,82, 11,17/8/2017 7:38:04 PM
39 + 62 = ,101, 11,17/8/2017 7:38:04 PM
62 - 11 = ,51, 11,17/8/2017 7:38:04 PM
70 - 18 = ,52, 11,17/8/2017 7:38:04 PM
86 - 33 = ,53, 11,17/8/2017 7:38:04 PM
75 + 23 = ,98, 12,17/8/2017 7:41:03 PM
11 + 88 = ,99, 12,17/8/2017 7:41:03 PM
92 + 12 = ,104, 12,17/8/2017 7:41:03 PM
17 + 35 = ,52, 12,17/8/2017 7:41:03 PM
62 - 10 = ,52, 12,17/8/2017 7:41:03 PM
94 - 13 = ,81, 12,17/8/2017 7:41:03 PM
41 + 89 = ,130, 12,17/8/2017 7:41:03 PM
38 + 80 = ,118, 12,17/8/2017 7:41:03 PM
50 + 73 = ,123, 12,17/8/2017 7:41:03 PM
62 - 11 = ,51, 12,17/8/2017 7:41:03 PM
77 + 90 = ,167, 12,17/8/2017 7:41:03 PM
71 + 31 = ,102, 12,17/8/2017 7:41:03 PM
50 + 58 = ,108, 12,17/8/2017 7:41:03 PM
76 + 88 = ,164, 12,17/8/2017 7:41:03 PM
84 - 13 = ,71, 12,17/8/2017 7:41:03 PM
29 + 26 = ,55, 12,17/8/2017 7:41:03 PM
75 + 35 = ,110, 12,17/8/2017 7:41:03 PM
53 + 56 = ,109, 12,17/8/2017 7:41:03 PM
73 + 92 = ,165, 12,17/8/2017 7:41:03 PM
84 + 45 = ,129, 12,17/8/2017 7:41:03 PM
71 + 51 = ,122, 13,17/8/2017 7:44:38 PM
75 + 15 = ,90, 13,17/8/2017 7:44:38 PM
90 + 63 = ,153, 13,17/8/2017 7:44:38 PM
70 + 46 = ,116, 13,17/8/2017 7:44:38 PM
80 + 41 = ,121, 13,17/8/2017 7:44:38 PM
31 + 66 = ,97, 13,17/8/2017 7:44:38 PM
74 + 92 = ,166, 13,17/8/2017 7:44:38 PM
38 + 97 = ,135, 13,17/8/2017 7:44:38 PM
45 + 59 = ,104, 13,17/8/2017 7:44:38 PM
41 + 10 = ,51, 13,17/8/2017 7:44:38 PM
76 + 52 = ,128, 13,17/8/2017 7:44:38 PM
66 - 12 = ,54, 13,17/8/2017 7:44:38 PM
81 + 62 = ,143, 13,17/8/2017 7:44:38 PM
31 + 96 = ,127, 13,17/8/2017 7:44:38 PM
90 + 16 = ,106, 13,17/8/2017 7:44:38 PM
77 + 75 = ,152, 13,17/8/2017 7:44:38 PM
55 + 76 = ,131, 13,17/8/2017 7:44:38 PM
47 + 27 = ,74, 13,17/8/2017 7:44:38 PM
45 + 82 = ,127, 13,17/8/2017 7:44:38 PM
89 - 15 = ,74, 13,17/8/2017 7:44:38 PM
57 + 33 = ,90, 14,17/8/2017 7:47:13 PM
97 + 13 = ,110, 14,17/8/2017 7:47:13 PM
74 + 50 = ,124, 14,17/8/2017 7:47:13 PM
28 + 93 = ,121, 14,17/8/2017 7:47:13 PM
97 + 44 = ,141, 14,17/8/2017 7:47:13 PM
78 + 41 = ,119, 14,17/8/2017 7:47:13 PM
60 + 24 = ,84, 14,17/8/2017 7:47:13 PM
68 + 67 = ,135, 14,17/8/2017 7:47:13 PM
61 + 14 = ,75, 14,17/8/2017 7:47:13 PM
18 + 85 = ,103, 14,17/8/2017 7:47:13 PM
12 + 74 = ,86, 14,17/8/2017 7:47:13 PM
95 + 93 = ,188, 14,17/8/2017 7:47:13 PM
74 + 97 = ,171, 14,17/8/2017 7:47:13 PM
63 + 19 = ,82, 14,17/8/2017 7:47:13 PM
97 + 71 = ,168, 14,17/8/2017 7:47:13 PM
63 + 27 = ,90, 14,17/8/2017 7:47:13 PM
62 + 44 = ,106, 14,17/8/2017 7:47:13 PM
66 + 36 = ,102, 14,17/8/2017 7:47:13 PM
98 + 83 = ,181, 15,17/8/2017 7:51:53 PM
79 + 60 = ,139, 15,17/8/2017 7:51:53 PM
50 + 45 = ,95, 15,17/8/2017 7:51:53 PM
85 - 24 = ,61, 15,17/8/2017 7:51:53 PM
31 + 37 = ,68, 15,17/8/2017 7:51:53 PM
97 - 20 = ,77, 15,17/8/2017 7:51:53 PM
91 + 41 = ,132, 15,17/8/2017 7:51:53 PM
27 + 36 = ,63, 15,17/8/2017 7:51:53 PM
84 + 10 = ,94, 15,17/8/2017 7:51:53 PM
54 + 81 = ,135, 15,17/8/2017 7:51:53 PM
83 + 69 = ,152, 15,17/8/2017 7:51:53 PM
94 - 28 = ,66, 15,17/8/2017 7:51:53 PM
96 + 85 = ,181, 15,17/8/2017 7:51:53 PM
30 + 87 = ,117, 15,17/8/2017 7:51:53 PM
14 + 64 = ,78, 15,17/8/2017 7:51:53 PM
98 - 31 = ,67, 15,17/8/2017 7:51:53 PM
80 + 29 = ,109, 15,17/8/2017 7:51:53 PM
65 + 80 = ,145, 15,17/8/2017 7:51:53 PM
47 + 69 = ,116, 15,17/8/2017 7:51:53 PM
84 - 29 = ,55, 16,17/8/2017 7:55:22 PM
43 + 91 = ,134, 16,17/8/2017 7:55:22 PM
78 + 94 = ,172, 16,17/8/2017 7:55:22 PM
92 + 87 = ,179, 16,17/8/2017 7:55:22 PM
93 + 63 = ,156, 16,17/8/2017 7:55:22 PM
74 + 53 = ,127, 16,17/8/2017 7:55:22 PM
50 + 45 = ,95, 16,17/8/2017 7:55:22 PM
31 + 47 = ,78, 16,17/8/2017 7:55:22 PM
71 + 10 = ,81, 16,17/8/2017 7:55:22 PM
95 + 35 = ,130, 16,17/8/2017 7:55:22 PM
95 + 87 = ,182, 16,17/8/2017 7:55:22 PM
72 + 20 = ,92, 16,17/8/2017 7:55:22 PM
27 + 98 = ,125, 16,17/8/2017 7:55:22 PM
77 + 71 = ,148, 16,17/8/2017 7:55:22 PM
57 + 19 = ,76, 16,17/8/2017 7:55:22 PM
50 + 92 = ,142, 16,17/8/2017 7:55:22 PM
13 + 40 = ,53, 16,17/8/2017 7:55:22 PM
77 + 77 = ,154, 16,17/8/2017 7:55:22 PM
39 + 35 = ,74, 16,17/8/2017 7:55:22 PM
77 + 56 = ,133, 16,17/8/2017 7:55:22 PM
53 + 39 = ,92, 17,17/8/2017 7:58:00 PM
99 - 28 = ,71, 17,17/8/2017 7:58:00 PM
69 + 15 = ,84, 17,17/8/2017 7:58:00 PM
91 + 84 = ,175, 17,17/8/2017 7:58:00 PM
44 + 68 = ,112, 17,17/8/2017 7:58:00 PM
95 + 43 = ,138, 17,17/8/2017 7:58:00 PM
73 + 25 = ,98, 17,17/8/2017 7:58:00 PM
67 - 16 = ,51, 17,17/8/2017 7:58:00 PM
93 - 20 = ,73, 17,17/8/2017 7:58:00 PM
58 + 62 = ,120, 17,17/8/2017 7:58:00 PM
26 + 57 = ,83, 17,17/8/2017 7:58:00 PM
39 + 13 = ,52, 17,17/8/2017 7:58:00 PM
24 + 83 = ,107, 17,17/8/2017 7:58:00 PM
89 + 12 = ,101, 17,17/8/2017 7:58:00 PM
96 - 41 = ,55, 17,17/8/2017 7:58:00 PM
17 + 56 = ,73, 17,17/8/2017 7:58:00 PM
71 + 82 = ,153, 17,17/8/2017 7:58:00 PM
70 + 20 = ,90, 17,17/8/2017 7:58:00 PM
32 + 33 = ,65, 17,17/8/2017 7:58:00 PM
41 + 75 = ,116, 17,17/8/2017 7:58:00 PM
35 + 66 = ,101, 18,17/8/2017 8:02:37 PM
67 + 63 = ,130, 18,17/8/2017 8:02:37 PM
21 + 85 = ,106, 18,17/8/2017 8:02:37 PM
94 + 41 = ,135, 18,17/8/2017 8:02:37 PM
15 + 50 = ,65, 18,17/8/2017 8:02:37 PM
98 + 79 = ,177, 18,17/8/2017 8:02:37 PM
41 + 84 = ,125, 18,17/8/2017 8:02:37 PM
27 + 90 = ,117, 18,17/8/2017 8:02:37 PM
83 + 65 = ,148, 18,17/8/2017 8:02:37 PM
48 + 19 = ,67, 18,17/8/2017 8:02:37 PM
41 + 61 = ,102, 18,17/8/2017 8:02:37 PM
74 + 25 = ,99, 18,17/8/2017 8:02:37 PM
94 - 17 = ,77, 18,17/8/2017 8:02:37 PM
92 + 58 = ,150, 18,17/8/2017 8:02:37 PM
75 - 21 = ,54, 18,17/8/2017 8:02:37 PM
64 + 74 = ,138, 18,17/8/2017 8:02:37 PM
17 + 90 = ,107, 18,17/8/2017 8:02:37 PM
49 + 10 = ,59, 18,17/8/2017 8:02:37 PM
73 + 72 = ,145, 18,17/8/2017 8:02:37 PM
47 + 39 = ,86, 18,17/8/2017 8:02:37 PM
47 + 61 = ,108, 19,17/8/2017 8:06:15 PM
50 + 40 = ,90, 19,17/8/2017 8:06:15 PM
74 + 18 = ,92, 19,17/8/2017 8:06:15 PM
13 + 78 = ,91, 19,17/8/2017 8:06:15 PM
88 - 27 = ,61, 19,17/8/2017 8:06:15 PM
18 + 78 = ,96, 19,17/8/2017 8:06:15 PM
92 - 32 = ,60, 19,17/8/2017 8:06:15 PM
23 + 80 = ,103, 19,17/8/2017 8:06:15 PM
98 - 47 = ,51, 19,17/8/2017 8:06:15 PM
53 + 37 = ,90, 19,17/8/2017 8:06:15 PM
45 + 62 = ,107, 19,17/8/2017 8:06:15 PM
92 + 17 = ,109, 19,17/8/2017 8:06:15 PM
39 + 96 = ,135, 19,17/8/2017 8:06:15 PM
87 + 76 = ,163, 19,17/8/2017 8:06:15 PM
68 + 79 = ,147, 19,17/8/2017 8:06:15 PM
94 + 44 = ,138, 19,17/8/2017 8:06:15 PM
42 + 52 = ,94, 19,17/8/2017 8:06:15 PM
95 + 76 = ,171, 19,17/8/2017 8:06:15 PM
87 + 15 = ,102, 19,17/8/2017 8:06:15 PM
85 + 41 = ,126, 19,17/8/2017 8:06:15 PM
96 + 13 = ,109, 20,17/8/2017 8:10:36 PM
25 + 26 = ,51, 20,17/8/2017 8:10:36 PM
65 + 32 = ,97, 20,17/8/2017 8:10:36 PM
15 + 39 = ,54, 20,17/8/2017 8:10:36 PM
67 + 50 = ,117, 20,17/8/2017 8:10:36 PM
83 - 25 = ,58, 20,17/8/2017 8:10:36 PM
90 + 25 = ,115, 20,17/8/2017 8:10:36 PM
57 + 15 = ,72, 20,17/8/2017 8:10:36 PM
41 + 14 = ,55, 20,17/8/2017 8:10:36 PM
96 + 13 = ,109, 20,17/8/2017 8:10:36 PM
97 + 25 = ,122, 20,17/8/2017 8:10:36 PM
64 + 62 = ,126, 20,17/8/2017 8:10:36 PM
70 + 90 = ,160, 20,17/8/2017 8:10:36 PM
96 + 21 = ,117, 20,17/8/2017 8:10:36 PM
72 + 25 = ,97, 20,17/8/2017 8:10:36 PM
94 + 13 = ,107, 20,17/8/2017 8:10:36 PM
62 + 86 = ,148, 20,17/8/2017 8:10:36 PM
68 + 23 = ,91, 20,17/8/2017 8:10:36 PM
43 + 28 = ,71, 20,17/8/2017 8:10:36 PM
74 + 97 = ,171, 20,17/8/2017 8:10:36 PM
82 - 27 = ,55, 21,17/8/2017 8:14:06 PM
87 - 27 = ,60, 21,17/8/2017 8:14:06 PM
18 + 66 = ,84, 21,17/8/2017 8:14:06 PM
97 - 34 = ,63, 21,17/8/2017 8:14:06 PM
48 + 98 = ,146, 21,17/8/2017 8:14:06 PM
65 + 83 = ,148, 21,17/8/2017 8:14:06 PM
54 + 25 = ,79, 21,17/8/2017 8:14:06 PM
81 + 86 = ,167, 21,17/8/2017 8:14:06 PM
78 + 92 = ,170, 21,17/8/2017 8:14:06 PM
98 - 34 = ,64, 21,17/8/2017 8:14:06 PM
90 - 23 = ,67, 21,17/8/2017 8:14:06 PM
42 + 40 = ,82, 21,17/8/2017 8:14:06 PM
54 + 59 = ,113, 21,17/8/2017 8:14:06 PM
46 + 62 = ,108, 21,17/8/2017 8:14:06 PM
53 + 45 = ,98, 21,17/8/2017 8:14:06 PM
60 + 15 = ,75, 21,17/8/2017 8:14:06 PM
67 + 36 = ,103, 21,17/8/2017 8:14:06 PM
29 + 24 = ,53, 21,17/8/2017 8:14:06 PM
23 + 40 = ,63, 21,17/8/2017 8:14:06 PM
45 + 73 = ,118, 22,17/8/2017 8:17:13 PM
72 + 86 = ,158, 22,17/8/2017 8:17:13 PM
42 + 83 = ,125, 22,17/8/2017 8:17:13 PM
90 - 35 = ,55, 22,17/8/2017 8:17:13 PM
71 + 95 = ,166, 22,17/8/2017 8:17:13 PM
97 + 15 = ,112, 22,17/8/2017 8:17:13 PM
37 + 72 = ,109, 22,17/8/2017 8:17:13 PM
81 - 13 = ,68, 22,17/8/2017 8:17:13 PM
85 + 44 = ,129, 22,17/8/2017 8:17:13 PM
22 + 44 = ,66, 22,17/8/2017 8:17:13 PM
69 + 42 = ,111, 22,17/8/2017 8:17:13 PM
45 + 60 = ,105, 22,17/8/2017 8:17:13 PM
64 + 48 = ,112, 22,17/8/2017 8:17:13 PM
43 + 57 = ,100, 22,17/8/2017 8:17:13 PM
21 + 46 = ,67, 22,17/8/2017 8:17:13 PM
37 + 22 = ,59, 22,17/8/2017 8:17:13 PM
94 + 55 = ,149, 22,17/8/2017 8:17:13 PM
80 - 13 = ,67, 22,17/8/2017 8:17:13 PM
93 - 35 = ,58, 22,17/8/2017 8:17:13 PM
99 + 42 = ,141, 22,17/8/2017 8:17:13 PM
78 + 11 = ,89, 23,17/8/2017 8:22:29 PM
91 + 37 = ,128, 23,17/8/2017 8:22:29 PM
60 + 41 = ,101, 23,17/8/2017 8:22:29 PM
64 + 18 = ,82, 23,17/8/2017 8:22:29 PM
84 - 18 = ,66, 23,17/8/2017 8:22:29 PM
94 + 31 = ,125, 23,17/8/2017 8:22:29 PM
92 + 57 = ,149, 23,17/8/2017 8:22:29 PM
35 + 69 = ,104, 23,17/8/2017 8:22:29 PM
82 + 50 = ,132, 23,17/8/2017 8:22:29 PM
74 - 10 = ,64, 23,17/8/2017 8:22:29 PM
56 + 25 = ,81, 23,17/8/2017 8:22:29 PM
60 + 22 = ,82, 23,17/8/2017 8:22:29 PM
52 + 17 = ,69, 23,17/8/2017 8:22:29 PM
24 + 95 = ,119, 23,17/8/2017 8:22:29 PM
46 + 76 = ,122, 23,17/8/2017 8:22:29 PM
42 + 73 = ,115, 23,17/8/2017 8:22:29 PM
79 + 46 = ,125, 23,17/8/2017 8:22:29 PM
39 + 78 = ,117, 23,17/8/2017 8:22:29 PM
59 + 82 = ,141, 23,17/8/2017 8:22:29 PM
29 + 33 = ,62, 24,17/8/2017 8:27:23 PM
81 + 46 = ,127, 24,17/8/2017 8:27:23 PM
18 + 87 = ,105, 24,17/8/2017 8:27:23 PM
23 + 74 = ,97, 24,17/8/2017 8:27:23 PM
34 + 46 = ,80, 24,17/8/2017 8:27:23 PM
15 + 89 = ,104, 24,17/8/2017 8:27:23 PM
12 + 84 = ,96, 24,17/8/2017 8:27:23 PM
57 + 33 = ,90, 24,17/8/2017 8:27:23 PM
99 + 80 = ,179, 24,17/8/2017 8:27:23 PM
87 + 88 = ,175, 24,17/8/2017 8:27:23 PM
32 + 93 = ,125, 24,17/8/2017 8:27:23 PM
12 + 43 = ,55, 24,17/8/2017 8:27:23 PM
64 + 89 = ,153, 24,17/8/2017 8:27:23 PM
99 + 37 = ,136, 24,17/8/2017 8:27:23 PM
