Question,Your_Answer,Round,TimeStamp
41 + 43 = ,84, 9,19/8/2017 9:07:08 PM
33 + 11 = ,44, 9,19/8/2017 9:07:08 PM
21 + 10 = ,31, 9,19/8/2017 9:07:08 PM
15 + 12 = ,27, 9,19/8/2017 9:07:08 PM
68 - 20 = ,48, 9,19/8/2017 9:07:08 PM
58 - 49 = ,09, 9,19/8/2017 9:07:08 PM
71 - 25 = ,46, 9,19/8/2017 9:07:08 PM
65 - 28 = ,37, 9,19/8/2017 9:07:08 PM
20 + 32 = ,52, 9,19/8/2017 9:07:08 PM
54 + 27 = ,81, 9,19/8/2017 9:07:08 PM
77 + 12 = ,89, 9,19/8/2017 9:07:08 PM
48 + 24 = ,72, 9,19/8/2017 9:07:08 PM
77 - 52 = ,25, 10,19/8/2017 9:15:40 PM
73 + 11 = ,84, 10,19/8/2017 9:15:40 PM
50 + 10 = ,60, 10,19/8/2017 9:15:40 PM
37 + 18 = ,55, 10,19/8/2017 9:15:40 PM
26 - 11 = ,15, 10,19/8/2017 9:15:40 PM
32 + 41 = ,73, 10,19/8/2017 9:15:40 PM
55 + 41 = ,96, 10,19/8/2017 9:15:40 PM
35 + 27 = ,62, 10,19/8/2017 9:15:40 PM
38 - 29 = ,09, 10,19/8/2017 9:15:40 PM
68 - 10 = ,58, 10,19/8/2017 9:15:40 PM
61 - 58 = ,03, 10,19/8/2017 9:15:40 PM
13 + 45 = ,58, 10,19/8/2017 9:15:40 PM
88 - 33 = ,55, 10,19/8/2017 9:15:40 PM
91 - 40 = ,51, 10,19/8/2017 9:15:40 PM
44 - 31 = ,13, 10,19/8/2017 9:15:40 PM
87 - 17 = ,70, 10,19/8/2017 9:15:40 PM
19 + 58 = ,77, 10,19/8/2017 9:15:40 PM
73 - 62 = ,11, 10,19/8/2017 9:15:40 PM
14 + 68 = ,82, 10,19/8/2017 9:15:40 PM
66 - 44 = ,22, 10,19/8/2017 9:15:40 PM
15 + 57 = ,72, 11,19/8/2017 9:21:29 PM
19 + 49 = ,68, 11,19/8/2017 9:21:29 PM
49 + 36 = ,85, 11,19/8/2017 9:21:29 PM
83 - 50 = ,33, 11,19/8/2017 9:21:29 PM
96 - 27 = ,69, 11,19/8/2017 9:21:29 PM
51 + 10 = ,61, 11,19/8/2017 9:21:29 PM
67 - 11 = ,56, 11,19/8/2017 9:21:29 PM
60 - 43 = ,17, 11,19/8/2017 9:21:29 PM
66 - 37 = ,29, 11,19/8/2017 9:21:29 PM
27 + 23 = ,50, 11,19/8/2017 9:21:29 PM
12 + 77 = ,89, 11,19/8/2017 9:21:29 PM
96 - 15 = ,81, 11,19/8/2017 9:21:29 PM
77 - 27 = ,50, 11,19/8/2017 9:21:29 PM
91 - 30 = ,61, 11,19/8/2017 9:21:29 PM
33 + 53 = ,86, 11,19/8/2017 9:21:29 PM
69 - 53 = ,16, 11,19/8/2017 9:21:29 PM
62 - 28 = ,34, 11,19/8/2017 9:21:29 PM
30 + 46 = ,76, 11,19/8/2017 9:21:29 PM
30 - 19 = ,11, 11,19/8/2017 9:21:29 PM
46 + 49 = ,95, 11,19/8/2017 9:21:29 PM
42 + 21 = ,63, 12,19/8/2017 9:23:54 PM
12 + 59 = ,71, 12,19/8/2017 9:23:54 PM
64 - 40 = ,24, 12,19/8/2017 9:23:54 PM
71 + 12 = ,83, 12,19/8/2017 9:23:54 PM
55 - 38 = ,17, 12,19/8/2017 9:23:54 PM
12 + 85 = ,97, 12,19/8/2017 9:23:54 PM
17 + 52 = ,69, 12,19/8/2017 9:23:54 PM
10 + 32 = ,42, 12,19/8/2017 9:23:54 PM
92 - 76 = ,16, 12,19/8/2017 9:23:54 PM
77 - 11 = ,66, 12,19/8/2017 9:23:54 PM
13 + 72 = ,85, 12,19/8/2017 9:23:54 PM
43 + 16 = ,59, 12,19/8/2017 9:23:54 PM
17 + 52 = ,69, 12,19/8/2017 9:23:54 PM
43 + 23 = ,66, 12,19/8/2017 9:23:54 PM
33 + 29 = ,62, 12,19/8/2017 9:23:54 PM
11 + 66 = ,77, 12,19/8/2017 9:23:54 PM
84 - 17 = ,67, 12,19/8/2017 9:23:54 PM
40 + 18 = ,58, 12,19/8/2017 9:23:54 PM
60 - 35 = ,25, 12,19/8/2017 9:23:54 PM
52 - 29 = ,23, 12,19/8/2017 9:23:54 PM
33 + 37 = ,70, 13,19/8/2017 9:26:10 PM
74 + 21 = ,95, 13,19/8/2017 9:26:10 PM
60 + 36 = ,96, 13,19/8/2017 9:26:10 PM
68 + 28 = ,96, 13,19/8/2017 9:26:10 PM
10 + 74 = ,84, 13,19/8/2017 9:26:10 PM
79 - 46 = ,33, 13,19/8/2017 9:26:10 PM
11 + 39 = ,50, 13,19/8/2017 9:26:10 PM
11 + 45 = ,56, 13,19/8/2017 9:26:10 PM
25 + 64 = ,89, 13,19/8/2017 9:26:10 PM
35 + 14 = ,49, 13,19/8/2017 9:26:10 PM
28 + 32 = ,60, 13,19/8/2017 9:26:10 PM
12 + 42 = ,54, 13,19/8/2017 9:26:10 PM
99 - 40 = ,59, 13,19/8/2017 9:26:10 PM
10 + 53 = ,63, 13,19/8/2017 9:26:10 PM
96 - 29 = ,67, 13,19/8/2017 9:26:10 PM
32 + 39 = ,71, 13,19/8/2017 9:26:10 PM
71 - 48 = ,23, 13,19/8/2017 9:26:10 PM
97 - 73 = ,24, 13,19/8/2017 9:26:10 PM
38 + 24 = ,62, 13,19/8/2017 9:26:10 PM
74 - 32 = ,42, 13,19/8/2017 9:26:10 PM
89 - 28 = ,61, 14,19/8/2017 9:29:50 PM
17 + 60 = ,77, 14,19/8/2017 9:29:50 PM
94 - 11 = ,83, 14,19/8/2017 9:29:50 PM
56 + 12 = ,68, 14,19/8/2017 9:29:50 PM
24 + 60 = ,84, 14,19/8/2017 9:29:50 PM
44 - 22 = ,22, 14,19/8/2017 9:29:50 PM
43 + 35 = ,78, 14,19/8/2017 9:29:50 PM
25 + 18 = ,43, 14,19/8/2017 9:29:50 PM
95 - 19 = ,76, 14,19/8/2017 9:29:50 PM
25 + 28 = ,53, 14,19/8/2017 9:29:50 PM
94 - 46 = ,48, 14,19/8/2017 9:29:50 PM
12 + 38 = ,50, 14,19/8/2017 9:29:50 PM
72 - 49 = ,23, 14,19/8/2017 9:29:50 PM
34 + 45 = ,79, 14,19/8/2017 9:29:50 PM
71 - 50 = ,21, 14,19/8/2017 9:29:50 PM
25 + 16 = ,41, 14,19/8/2017 9:29:50 PM
60 - 48 = ,12, 14,19/8/2017 9:29:50 PM
86 - 53 = ,33, 14,19/8/2017 9:29:50 PM
35 + 21 = ,56, 14,19/8/2017 9:29:50 PM
96 - 36 = ,60, 14,19/8/2017 9:29:50 PM
67 - 25 = ,42, 15,19/8/2017 9:33:02 PM
91 - 56 = ,35, 15,19/8/2017 9:33:02 PM
62 - 38 = ,24, 15,19/8/2017 9:33:02 PM
22 + 51 = ,73, 15,19/8/2017 9:33:02 PM
14 + 60 = ,74, 15,19/8/2017 9:33:02 PM
31 + 34 = ,65, 15,19/8/2017 9:33:02 PM
15 + 82 = ,97, 15,19/8/2017 9:33:02 PM
68 + 13 = ,81, 15,19/8/2017 9:33:02 PM
83 - 13 = ,70, 15,19/8/2017 9:33:02 PM
81 + 11 = ,92, 15,19/8/2017 9:33:02 PM
20 + 77 = ,97, 15,19/8/2017 9:33:02 PM
33 + 20 = ,53, 15,19/8/2017 9:33:02 PM
13 + 56 = ,69, 15,19/8/2017 9:33:02 PM
37 + 30 = ,67, 15,19/8/2017 9:33:02 PM
59 - 13 = ,46, 15,19/8/2017 9:33:02 PM
58 - 31 = ,27, 16,19/8/2017 9:35:29 PM
33 + 32 = ,65, 16,19/8/2017 9:35:29 PM
81 - 34 = ,47, 16,19/8/2017 9:35:29 PM
84 - 42 = ,42, 16,19/8/2017 9:35:29 PM
53 - 40 = ,13, 16,19/8/2017 9:35:29 PM
86 - 38 = ,48, 16,19/8/2017 9:35:29 PM
38 - 20 = ,18, 16,19/8/2017 9:35:29 PM
94 - 36 = ,58, 16,19/8/2017 9:35:29 PM
84 - 38 = ,46, 16,19/8/2017 9:35:29 PM
31 + 18 = ,49, 16,19/8/2017 9:35:29 PM
24 - 13 = ,11, 16,19/8/2017 9:35:29 PM
12 + 25 = ,37, 16,19/8/2017 9:35:29 PM
51 - 40 = ,11, 16,19/8/2017 9:35:29 PM
53 + 20 = ,73, 16,19/8/2017 9:35:29 PM
86 + 12 = ,98, 16,19/8/2017 9:35:29 PM
32 - 12 = ,20, 16,19/8/2017 9:35:29 PM
27 + 17 = ,44, 16,19/8/2017 9:35:29 PM
32 + 20 = ,52, 16,19/8/2017 9:35:29 PM
88 - 66 = ,22, 16,19/8/2017 9:35:29 PM
80 - 42 = ,38, 16,19/8/2017 9:35:29 PM
20 + 61 = ,81, 17,19/8/2017 9:38:21 PM
61 + 31 = ,92, 17,19/8/2017 9:38:21 PM
98 - 84 = ,14, 17,19/8/2017 9:38:21 PM
15 + 14 = ,29, 17,19/8/2017 9:38:21 PM
84 - 44 = ,40, 17,19/8/2017 9:38:21 PM
96 - 67 = ,29, 17,19/8/2017 9:38:21 PM
11 + 46 = ,57, 17,19/8/2017 9:38:21 PM
67 + 13 = ,80, 17,19/8/2017 9:38:21 PM
87 - 26 = ,61, 17,19/8/2017 9:38:21 PM
10 + 83 = ,93, 17,19/8/2017 9:38:21 PM
49 + 28 = ,77, 17,19/8/2017 9:38:21 PM
85 - 16 = ,69, 17,19/8/2017 9:38:21 PM
20 + 10 = ,30, 17,19/8/2017 9:38:21 PM
80 - 39 = ,41, 17,19/8/2017 9:38:21 PM
65 + 14 = ,79, 17,19/8/2017 9:38:21 PM
95 - 30 = ,65, 17,19/8/2017 9:38:21 PM
73 - 46 = ,27, 17,19/8/2017 9:38:21 PM
82 - 12 = ,70, 17,19/8/2017 9:38:21 PM
59 - 15 = ,44, 17,19/8/2017 9:38:21 PM
98 - 55 = ,43, 17,19/8/2017 9:38:21 PM
30 - 16 = ,14, 18,19/8/2017 9:41:29 PM
94 - 28 = ,66, 18,19/8/2017 9:41:29 PM
92 - 16 = ,76, 18,19/8/2017 9:41:29 PM
57 + 15 = ,72, 18,19/8/2017 9:41:29 PM
50 - 31 = ,19, 18,19/8/2017 9:41:29 PM
67 - 16 = ,51, 18,19/8/2017 9:41:29 PM
49 + 40 = ,89, 18,19/8/2017 9:41:29 PM
82 + 11 = ,93, 18,19/8/2017 9:41:29 PM
42 + 54 = ,96, 18,19/8/2017 9:41:29 PM
64 - 42 = ,22, 18,19/8/2017 9:41:29 PM
36 + 41 = ,77, 18,19/8/2017 9:41:29 PM
68 + 22 = ,90, 18,19/8/2017 9:41:29 PM
46 + 24 = ,70, 18,19/8/2017 9:41:29 PM
84 - 14 = ,70, 18,19/8/2017 9:41:29 PM
23 + 49 = ,72, 18,19/8/2017 9:41:29 PM
60 - 42 = ,18, 18,19/8/2017 9:41:29 PM
92 - 51 = ,41, 18,19/8/2017 9:41:29 PM
22 + 40 = ,62, 18,19/8/2017 9:41:29 PM
59 + 28 = ,87, 18,19/8/2017 9:41:29 PM
43 + 16 = ,59, 18,19/8/2017 9:41:29 PM
